ccode,cnumber,description,
ANSC,414,"Sheep and Goat Production and Management. (3-2). Credit 4. In-depth hands-on experiences related to sheep and goat production and management providing an advanced understanding of small ruminant production. Prerequisites: Grade of C or better in ANSC 305, ANSC 307, ANSC 318, and ANSC 333; junior or senior classification or approval of instructor.",
ANSC,414,"Sheep and Goat Production and Management. (3-2). Credit 4. In-depth hands-on experiences related to sheep and goat production and management providing an advanced understanding of small ruminant production. Prerequisites: Grade of C or better in ANSC 305, ANSC 307, ANSC 318, and ANSC 333; junior or senior classification or approval of instructor.",
ANSC,420,"Equine Production and Management. (3-2). Credit 4. Application of biological and biotechnological principles and concepts in areas including genetics, breeding, nutrition, reproduction, immunology, parasitology, anatomy and exercise physiology to efficient production of horses for market; management of equine enterprises. Prerequisite: Grade of C or better in ANSC 305, ANSC 307, ANSC 318, and ANSC 333; junior or senior classification or approval of instructor.",
ANSC,423,"Issues in the Equine Industry. (1-0). Credit 1. Integration of cumulative knowledge acquired in the equine science curriculum to demonstrate critical thinking and communication skills to address critical issues in the equine industry. Prerequisite: Junior or senior classification; approval of instructor.",
ANSC,434,"Animal Reproduction Management. (3-2). Credit 4.  Available and emerging technologies including control of ovulation, artificial insemination, embryo manipulation and transfer, in vitro fertilization and animal cloning for managing reproduction of farm animals; hands-on sessions using available technologies including artificial insemination of cattle. Prerequisites: Grade of C or better in ANSC 305, ANSC 307, ANSC 318 and ANSC 333; junior or senior classification or approval of instructor.",
ANSC,437,"Marketing and Grading of Livestock and Meat. (3-2). Credit 4. Study of USDA livestock and carcass grades; understanding current market trends for beef, pork, lamb and goat; review of branded and certified programs; principles applied in contracting, breakeven determination, hedging, and grid or formula pricing. Prerequisite: Junior or senior classification or approval of instructor.",
ANSC,437,"Marketing and Grading of Livestock and Meat. (3-2). Credit 4. Study of USDA livestock and carcass grades; understanding current market trends for beef, pork, lamb and goat; review of branded and certified programs; principles applied in contracting, breakeven determination, hedging, and grid or formula pricing. Prerequisite: Junior or senior classification or approval of instructor.",
ANSC,439,"Feedlot Risk Management. (2-0). Credit 2. Advanced study of livestock marketing techniques; cash sales, video sales, futures and options markets, forward contracting; problem solving in real-time livestock marketing situations; risk of ownership of hypothetical livestock operations. Prerequisites: junior or senior classification or approval of instructor.",
ANSC,467,"Processed Meat Food Operations. (2-2). Credit 3. Application of scientific and business principles to manufacturing and process flow of commercial meat food products. Prerequisites: ANSC 307 or FSTC 307 or approval of department head.",
ANSC,484,"Livestock Practicum. (0-2). Credit 1. Provides an opportunity to learn skills required in livestock production; planned for students who have had limited farm and ranch experience in one or more species. Prerequisite: Junior or senior classification in animal science or approval of instructor.",
ANSC,487,"Sensory Evaluation of Foods. (2-2). Credit 3. Application of sensory science principles and practices to food systems including an understanding of discriminative, descriptive and consumer sensory techniques. Prerequisites: CHEM 222 or CHEM 228; junior or senior classification. Cross-listed with FSTC 487.",
ANSC,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of animal science. May be repeated for credit. Prerequisite: Junior or senior classification.",
ANSC,494,"Animal Science Internship.  Credit 0 to 5. Independent study and supervised field experience related to the students professional interest. Prerequisites: Junior or senior classification or approval of instructor; 2.0 GPR in major and overall.",
ANSC,494,"Animal Science Internship.  Credit 0 to 5. Independent study and supervised field experience related to the students professional interest. Prerequisites: Junior or senior classification or approval of instructor; 2.0 GPR in major and overall.",
ANSC,498,"Animal Science Capstone. (4-0). Credit 4. Senior capstone project for students preparing to enter a career related to animal science or a professional school; individual projects based on a self-selected topic in animal science; includes a paper containing both translational and technical descriptions plus statements regarding the expected financial and social impacts of selected topic. Prerequisites: Grade of C or better in ANSC 303, ANSC 307, ANSC 333, and ANSC 334; senior classification.",
ANSC,498,"Animal Science Capstone. (4-0). Credit 4. Senior capstone project for students preparing to enter a career related to animal science or a professional school; individual projects based on a self-selected topic in animal science; includes a paper containing both translational and technical descriptions plus statements regarding the expected financial and social impacts of selected topic. Prerequisites: Grade of C or better in ANSC 303, ANSC 307, ANSC 333, and ANSC 334; senior classification.",
ANSC,608,"Beef Cattle Management. (3-0). Credit 3. Current knowledge of beef cattle ranch and feedlot production systems; nutrition, management, breeding, body composition, economics, health, pollution and sanitation control. Prerequisite: ANSC 406 or ANSC 408.",
ANSC,618,"Lipids and Lipid Metabolism. (3-0). Credit 3. Chemical nature of various classes of lipids and lipid-derived hormones; absorption and metabolism of fatty-acids and lipids; regulation of lipid biosynthesis and obesity; relationship between lipid metabolism and cholesterol homeostasis; lipids as hormones. Prerequisite: BICH 410 or approval of instructor. Cross-listed with NUTR 618.",
ANSC,627,"Carcass Composition and Quality. (3-0). Credit 3. Survey of scientific literature regarding carcass composition; quality and palatability of meat animals; factors that affect differences among animals of the same specie; impact on value and usefulness. Prerequisite: Graduate classification.",
ANSC,629,"Applied Animal Genomics. (3-0). Credit 3. Theory and application of genomics by livestock industries; consideration of genetic markers, gene mapping methods, genome analysis and emerging technologies such as microarrays, transgenesis, cloning and marker assisted selection; exposure to bioinformatic tools for genomics. Prerequisite: GENE 603. Cross-listed with GENE 629 and POSC 630.",
ANSC,667,"Industrial Processed Meat Operations. (2-2). Credit 3. Application of scientific principles and business practices to manufactured meat products; interrelationships among marketing, manufacturing, product development, regulatory compliance and quality assurance in commercial processed meat operations. Prerequisite: Approval of instructor. Cross-listed with FSTC 667.",
ANSC,684,"Professional Internship.    Credit 1 or more each semester. Experience in the application of formal training to a commercial operation under supervision of the operations manager and a designated faculty member. The student will investigate a matter of mutual interest to the enterprise manager and to Texas A&M University; will collect, analyze and interpret the data and report the results in a professional paper approved by his or her graduate committee.",
ANSC,689,"Special Topics in...  Credit 1 to 4. Special topics in an identified area of animal science. May be repeated for credit. Prerequisite: Approval of department head.",
ANSC,689,"Special Topics in...  Credit 1 to 4. Special topics in an identified area of animal science. May be repeated for credit. Prerequisite: Approval of department head.",
ANSC,691,"Research. Credit 1 or more each semester. Investigations leading to students thesis or dissertation in fields of animal production, meats, wool and mohair, nutrition, inheritance of farm animals and physiology of reproduction.",
ANSC,697,"Applied Microbiology for Foods of Animal Origin: Processing, Sanitation and Sanitary Design. (3-0). Credit 3. Application of basic food microbiology knowledge and principles to food production processes and products; sources of microbiological contamination and their impact on food safety and spoilage; application of sanitary design and validation; testing and auditing to monitor and trouble-shoot the process. Prerequisites: DASC 326 or FSTC 326, or FSTC 606, or equivalent. Cross-listed with FSTC 697.",
ANTH,201,"(ANTH 2346, HUMA 2323) Introduction to Anthropology. (3-0). Credit 3. An introduction to the discipline of anthropology through the examination of its four sub-fields: archaeology, physical anthropology, sociocultural anthropology and linguistics; also taught at Qatar campus.",
ANTH,202,"(ANTH 2302) Introduction to Archaeology. (3-0). Credit 3. An introduction to the study of the human past through the retrieval, analysis, and interpretation of material remains; also taught at Galveston campus.",
ANTH,204,"The Prehistoric World. (3-0). Credit 3. Exploration of the development of human societies and world prehistory from the beginnings of humanity more than two million years ago to emergence of complex civilizations.",
ANTH,205,"Peoples and Cultures of the World. (3-0). Credit 3. Survey of human cultures around the world using case studies of customs and cultural organization; case studies exemplifying contrasting types of cultures and societies.",
ANTH,210,"(ANTH 2351) Social and Cultural Anthropology. (3-0). Credit 3. Evolution of cultures; differences, similarities and effects of material and non-material culture on economic, social and political organization; also taught at Galveston campus.",
ANTH,222,"Cross Cultural Competency. (3-0). Credit 3. Development of skills vital for effective engagement in an increasingly diverse and interconnected world; personal awareness of biases, attitudes, values, beliefs and ways of knowing; exploration of the impact of culture on our ability to think critically and communicate effectively.",
ANTH,225,"(ANTH 2301, 2401*) Introduction to Biological Anthropology. (3-0). Credit 3. Study of human biology including an examination of evolutionary processes acting on human populations; human genetics; non-human primate anatomy, classification and ecology of primates; the primate paleontological record, and human variation and adaptation. Prerequisites: Concurrent registration in ANTH 226 recommended; also taught at Galveston campus.",
ANTH,226,"(ANTH 2101, 2401*)Introduction to Biological Anthropology Laboratory. (0-3). Credit 1. Exploration of basic evolutionary principles through population genetics; hands-on exposure to the fossils of primate and human evolution along with opportunity to measure, compare, contrast and observe trends that have occurred throughout the Cenozoic era. Prerequisites: Concurrent registration in ANTH 225 is recommended; also taught at Galveston campus.",
ANTH,300,"Cultural Change and Development. (3-0). Credit 3. Anthropological strategies for the study of cultural change and the implication of these strategies for the development of Western and non-Western societies.",
ANTH,313,"Historical Archaeology. (3-0). Credit 3. Use and methods of historical archaeology in locating, documenting, restoring and preserving our historical resources; also taught at Galveston campus.",
ANTH,316,"Nautical Archaelogy (3-0). Credit 3. Underwater shipwrecks, sunken harbors, and other submerged evidence of human activities; relationship to cultural geography in general; problems of diving technology, surveying and preservation; relevance to modern problems. Prerequisite: Junior or senior classification; also taught at Galveston campus.",
ANTH,317,"Introduction to Biblical Archaeology. (3-0). Credit 3. Application of archaeology in biblical research; basic overview of the material cultures that are the setting for the biblical narratives. Cross-listed with RELS 317.",
ANTH,324,"Music in World Cultures. (3-0). Credit 3.  Examination of music from an ethnomusicological perspective focusing on musical performance and the complex interrelationship of music to culture, society and daily life; examination of music from a variety of cultures through a series of case studies. Prerequisite: Junior or senior classification or approval of instructor. Cross-listed with MUSC 324.",
ANTH,402,"Archaeological Artifact Conservation. (3-3). Credit 4. Analysis of the treatments for artifacts of clay, stone, glass, wood, shell, bone, fiber and metal from archaeological excavations or ethnographic, and historic collections presented in an integrated series of lectures and hands-on laboratory experience. Prerequisite: Junior or senior classification or approval of instructor.",
ANTH,409,"Science, Pseudoscience and Critical Thinking in Anthropology. (3-0). Credit 3. Close scrutiny of fantastic claims made across a broad spectrum of media regarding anthropology, biological anthropology and archaeology; distinction of science from pseudoscience; critical evaluation of scientific and pseudoscientific research; evaluation of media portrayal of science; development of critical thinking skills for skeptical investigation of extraordinary claims. Prerequisite: Junior or senior classification or approval of instructor; also taught at Galveston campus.",
ANTH,410,"Anthropological Theory. (3-0). Credit 3. A systematic examination of the basic principles of anthropology. Prerequisite: ANTH 210 or ANTH 205.",
ANTH,415,"Anthropological Writing. (3-0). Credit 3. Reading and discussion of the classic genres of anthropological literature; instruction in writing styles and techniques appropriate to each genre, followed by guided writing assignments. Prerequisite: Junior or senior classification.",
ANTH,417,"Naval Warfare and Warships in Ancient Greece and Rome. (3-0). Credit 3. Extensive survey of Greek and Roman warships, naval warfare, naval strategy and tactics drawing upon archaeological evidence, literary documentation and iconographic material, from the Bronze Age (Ancient Egypt and the mythical Trojan War) to the Imperial Roman Navy. Prerequisite: Junior or senior classification. Cross-listed with CLAS 417.",
ANTH,420,"Pirates, Privateers, and Sea Raiders. (3-0). Credit 3. History and archaeology of piracy, privateering, and sea raiding from ancient times in the Mediterranean, through the Viking Era in the Northern Atlantic, and the advent of piracy in the New World and Caribbean; sociology of contemporary piracy in Africa and the Indian Ocean; sensationalism of pirate legend and the cultural responses to the influences of the pirate phenomenon, both cinematographic and literary. Prerequisites: Junior or senior classification.",
ANTH,421,"Advanced Museum Studies. (2-3). Credit 3. Exploration of advanced topics in museum programs; preservation, research, education, outreach; development and implementation; emphasis on historical contexts, disciplinary intersections, ethical obligations and professional responsibilities; service to community, state and national interest and advancement of sciences. Prerequisite: Grade of C or better in MUST 221, ARCH 221, or MAST 220; junior or senior classification.",
ANTH,425,"Human Osteology. (2-3). Credit 3. Concepts and methods used by anthropologists to identify, describe and analyze human skeletal remains from forensic and archaeological contexts. Prerequisites: ANTH 225 and ANTH 226, or VIBS 305; junior or senior classification.",
ANTH,435,"Medical Anthropology. (3-0). Credit 3. Overview of medical anthropology, a subfield in anthropology which examines the biological and cultural basis of health and disease in order to understand the influence of culture on the illness experience and treatment. Prerequisite: Junior or senior classification or approval of instructor.",
ANTH,436,"Ancient Egypt. (3-0). Credit 3. Archaeology and history of ancient Egypt from earliest times to the end of the New Kingdom period. Prerequisite: Junior or senior classification or approval of instructor. Cross-listed with RELS 436.",
ANTH,447,"Lithic Artifact Analysis. (2-3). Credit 3. Laboratory-based course reviewing methods archaeologists use to analyze stone tools and debitage, including identification of tool-stone sources, reconstruction of technology, explanation of assemblage variability, and microscopic use-wear analysis. Prerequisite: ANTH 202 and approval of instructor; junior or senior classification.",
ANTH,448,"Quantitative Methods in Anthropology. (3-0). Credit 3. Quantitative analytical methods employed by anthropologists; includes statistical analyses, statistical software and sampling theory commonly used in anthropological research. Prerequisites: Junior or senior classification; STAT 302 or STAT 303.",
ANTH,464,"Cultural Heritage and Resource Management. (3-0). Credit 3. Evaluation of modern ideas about how and why archaeological, architectural, ethnographic, and natural resources should be preserved and presented to current and future societies; critical examination of the theories, methods, regulations, and ethics that guide efforts to preserve and protect cultural heritage within a context of past endeavors and future directions. Prerequisites: Junior or senior classification or approval of instructor.",
ANTH,484,"Anthropology Internship. Credit 0 to 3. Provides students with the opportunity to gain practical experience in a variety of settings, including local, state or federal agencies; museums; non-profit organizations; non-governmental organizations; private firms. May be taken four times for credit. Prerequisite: Junior or senior classification.",
ANTH,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of anthropology. May be repeated for credit.",
ANTH,603,"Seafaring Life and Maritime Communities.  (3-0). Credit 3. Employs primary and scholarly sources to examine the social organization, work routines, living conditions, and material culture of mariners between 1450 and 1950; broader trends in maritime communities and global seafaring are also investigated. Prerequisite: Approval of instructor.",
ANTH,604,"Cultural Method and Theory. (3-0). Credit 3. Survey of the theoretical concepts used in anthropology and how to construct models used in cultural and social anthropology.",
ANTH,608,"Skills in Maritime Archaeology. (3-0). Credit 3. Themes and tools of maritime archaeology;  topics include remote sensing and mapping as wells as interpreting, recording and storing data used in maritime archaeological surveys. Prerequisites: Graduate classification; approval of instructor.",
ANTH,616,"Research and Reconstruction of Ships. (2-2). Credit 3. Techniques of recording and interpreting excavated ships; preservation of hulls; ship drafting, modeling, lofting, testing and other methods used in the research and/or reconstruction of ships. Prerequisite: Approval of instructor.",
ANTH,663,"Analytical Methods in Archaeology and Conservation. (3-0). Credit 3. Conventional and advanced techniques used for artifact material analysis and artifact documentation; material analysis is the way that we study artifacts, both in structure and elemental composition; includes photography and artifact sketching, computer modeling, laser digitization, computer image photogrammetry, 3D printing and XRF elemental analysis.  Prerequisite: Graduate classification in anthropology or approval of instructor.",
ANTH,680,"Teaching Anthropology. Credit 0. Introduction to course planning for future instructors of anthropology; includes course design, student motivation and engagement, assessment of design and implementation and technology use in education. Prerequisites: Graduate classification; admission to graduate program in the Department of Anthropology.",
ARAB,201,"(ARAB 2311) Intermediate Arabic I. (3-0). Credit 3. Practice of listening, speaking and writing skills; vocabulary building; discussion of topics related to daily life and general aspects of Arab culture. Prerequisite: ARAB 102 or ARAB 104, or equivalent.",
ARAB,202,"(ARAB 2312) Intermediate Arabic II. (3-0). Credit 3. Emphasis on comprehending printed material, perfecting pronunciation, and attending to more complex grammar; discussion of topics holding general and professional interest; knowledge of Arab culture and history. Prerequisite: ARAB 201 or equivalent.",
ARAB,258,"Global Middle Eastern Cultures. (3-0). Credit 3. Exploration of the contemporary and historical cultures of the Middle East region; investigation of intercultural connections between the Middle East and the rest of the globe; emphasis on cultural traditions, religious communities, societal change, social movements, migration, and diaspora.",
ARAB,323,"Media Arabic. (3-0). Credit 3. Analysis of current events in the Arab World; use of print and electronic materials in Arabic from variety of media sources; discussion of different points of view in media representation/coverage; issues pertaining to business, politics, culture and entertainment in the Arab World. Prerequisites: ARAB 202 or ARAB 204, or equivalent; junior or senior classification or approval of instructor.",
ARCH,105,"Design Foundations I. (2-10). Credit 5. Architectural design principles; development of skills in perception, thought and craft as they apply to the formation of two- and three-dimensional relationships; introduction to and practice of tools, methods, techniques available for graphic communication; graphic communication and the design process; observation and other forms of free-hand drawing and drawing systems that develop representational and descriptive capabilities. Prerequisites: Grade of C or better in ARCH 115 and concurrent enrollment; major in Architecture.",
ARCH,108,"Design and Visual Communication Foundations II. (1-12). Credit 5. Approaches to problem identification and problem solving emphasizing human, physical and cultural factors influencing architectural design; understanding of space, materiality and tectonics in a human body scale; development of drawing methods with emphasis on analytical drawing; reinforcement of visual and verbal communication as applied to design processes. Prerequisites: Grade of C or better in ARCH 105 and ARCH 115; major in Architecture.",
ARCH,115,"(ARCH 1307) Design Communication Foundations I. (1-4). Credit 3. Introduction to and practice of tools, methods, techniques available for graphic communication; graphic communication and the design process; observation and other forms of free-hand drawing and drawing systems that develop representational and descriptive capabilities. Prerequisite: Grade of C or better and concurrent enrollment in ARCH 105; major in Architecture.",
ARCH,206,"Architecture Design II. (2-9). Credit 5. Fundamental issues of innovative design processes and creation explored through the creative use of past, present and future materials, tools, and technologies; with an emphasis upon the research of materials, methods, scale, craft and technique as instruments of design, fabrication, and production. Prerequisites: ARCH 205; ARCH 105, ARCH 108, ARCH 115.",
ARCH,212,"Social and Behavioral Factors in Design. (3-0). Credit 3. Social and behavioral factors in the built and natural environment; environmental perception and spatial cognition; social-environmental processes such as privacy and crowding; setting-oriented discussion on residences, education, and the workplace; the psychology of nature and natural resource management; social design and social science contribution to architectural design.",
ARCH,213,"Sustainable Architecture. (3-0). Credit 3. A comprehensive introduction to sustainability concepts, techniques and applications at all levels of the built environment, history of contemporary development of sustainable architecture from 1960 to the present; design strategies, environmental technologies and social factors for reducing building energy needs and carbon foot prints; global applications of sustainable approaches.",
ARCH,216,"Computational Methods in Architecture. (2-2). Credit 3. Software and processes for computation design in architecture; image editing and creation, vector drawing, 3D modeling, parametric modeling, rendering techniques and simulation.",
ARCH,221,"Foundations of Museum Studies. (3-0). Credit 3. Introduction to museums, cultural heritage and collections care; best practices for non-profit institutions, public engagement and the collection, preservation and exhibition of material culture; emphasis on archaeological, ethnographic, and historical collections, or other collections of cultural significance. Cross-listed with MUST 221.",
ARCH,249,"(ARCH 1301) Survey of World Architecture History I. (3-0). Credit 3. A survey of world architecture and the human-designed and built environment from prehistory to the 13th century.",
ARCH,249,"(ARCH 1301) Survey of World Architecture History I. (3-0). Credit 3. A survey of world architecture and the human-designed and built environment from prehistory to the 13th century.",
ARCH,250,"(ARCH 1302) Survey of World Architecture History II. (3-0). Credit 3. A survey of world architecture and the human-designed and built environment from the 13th to the 19th century.",
ARCH,250,"(ARCH 1302) Survey of World Architecture History II. (3-0). Credit 3. A survey of world architecture and the human-designed and built environment from the 13th to the 19th century.",
ARCH,281,"Seminar in Contemporary Architecture. (1-0). Credit 1. Presentations by and discussions with professionals representing specialty areas related to environmental design through the Department of Architecture Lecture Series. May be taken four times for credit. Must be taken on a satisfactory/unsatisfactory basis.",
ARCH,305,"Architectural Design III. (2-9). Credit 5. Integration of architectural theories and philosophy with environmental design systems; study of theoretical approaches to graphic and analytical thinking, problem identification and design dissemination through various media, case studies and problem resolution; conditions and forces associated with a variety of building types and the generation design solutions. Prerequisites: Admission to upper level in BS in Architecture; ARCH 249 and ARCH 250.",
ARCH,317,"Digital Fabrication for Architecture. (1-4). Credit 3. Digital fabrication for architecture including software, numerically controlled tools, translation applications and management strategies for digital fabrication workflows; production of building components from three dimensional datasets of virtual architecture proposals. Prerequisites: Junior or senior classification or approval of instructor; ARCH 216 or approval of instructor.",
ARCH,328,"Architectural Envelopes. (3-0). Credit 3. Study of roof, wall, glazing and screen systems of significant works in contemporary architecture and the strategies behind their making; focus on innovative materials, surface effects, and performance aspects. Prerequisite: Junior or senior classification in environmental design.",
ARCH,331,"Architectural Structures. (2-2). Credit 3.  Physical principles that govern statics and strength of materials through the design of architectural structures from a holistic view, in the context of architectural ideas and examples; introduction to construction, behavior of materials, and design considerations for simple and complex structural assemblies; computer applications. Prerequisites: Junior or senior classification in environmental design; MATH 142 or equivalent; PHYS 201.",
ARCH,335,"Architectural Systems. (2-2). Credit 3. Theory and applications of building energy use, envelope design, shading analysis, heating and cooling systems, lighting design; building water supply, plumbing and drainage systems; electrical, acoustical, fire and lightning protection; life safety; transportation systems and construction materials; calculations, equipment selection, and component sizing as they relate to building design. Prerequisites: Junior or senior classification in environmental design; PHYS 201.",
ARCH,345,"History of Building Technology. (3-0). Credit 3. Chronological development of civilization and building technology from prehistoric cultures to present; classic and modern materials, structural devices past and present, machine-produced products, prefabrication, construction methodology and servicing.",
ARCH,346,"Architecture, Heritage and Culture. (3-0). Credit 3. Global exploration of how architecture and the built environment express culture and identity; theoretical and practical approaches to cultural heritage and conservation. Prerequisite: Junior or senior classification.",
ARCH,347,"Documentation of Historic Buildings and Sites. (1-4). Credit 3. Techniques for recording historic buildings and sites; measuring and drawing to Historic American Building Survey Standards; field experience in photography, laser scanning, photogrammetry, hand measuring, field notes and record drawing preparation. Prerequisites: Junior or senior classification or approval of instructor.",
ARCH,350,"History and Theory of Modern and Contemporary Architecture. (3-0). Credit 3. Development of modern and contemporary architecture in the 20th and 21st centuries; materials, structure, social and economic changes as well as architectural theory. Prerequisites: Junior or senior classification.",
ARCH,350,"History and Theory of Modern and Contemporary Architecture. (3-0). Credit 3. Development of modern and contemporary architecture in the 20th and 21st centuries; materials, structure, social and economic changes as well as architectural theory. Prerequisites: Junior or senior classification.",
ARCH,353,"History of Product Design. (3-0). Credit 3. History of product design in Europe and America including the relationship between designer and object, the relationship of design, industry and media over time and design criticism; focus on material/technical and typological approaches, comparative method and content analysis in context of original environment and social history. Prerequisite: Junior or senior classification or approval of instructor.",
ARCH,381,"Design Seminar. (1-0). Credit 1. Presentations by and discussions with professionals representing specialty areas related to architectural fabrication and product design. May be taken three times for credit. Prerequisite: Junior or senior classification or approval of instructor.",
ARCH,406,"Architecture Design V. (2-9). Credit 5. Topical approaches to design, emphasizing theory and practice of architecture or related disciplines, such as urban design, interior design, health care design, etc. Prerequisites: Junior or senior classification; admission to upper level in environmental design; ARCH 305, ARCH 331 and ARCH 335; CARC 301 or ARCH 494; students may with approval of the department enroll in the course during the summer term prior to taking ARCH 405, ARCH 431 and ARCH 435 if they are within 20 credit hours of graduation prior to the beginning of the following fall semester.",
ARCH,413,"Elements of Urban Design. (3-0). Credit 3. Investigation of design elements shaping the urban environment; emphasis placed on contemporary precedents in architecture, landscape and urbanism to evaluate design complexity on multiple levels: social, political, environmental, economic, cultural and geographic. Prerequisite: Admission to upper level division in BED or BS-URPN.",
ARCH,421,"Energy and Sustainable Architecture. (3-0). Credit 3. Understanding the various design decisions impacting sustainability and energy efficiency; includes participation in an academic LEED-NC rating project; interdisciplinary team approach with a design studio architect to perform the LEED-NC rating on the architects building; application of reference material, standards, and USGBC material. Prerequisite: Junior and senior classification or approval of instructor.",
ARCH,458,"Cultural and Ethical Considerations for Global Practice. (3-0). Credit 3. Issues and relationships within the cultural, business, legal and political environments of global practice; differences in the construction contract, bidding and various forms of construction. Prerequisite: Junior or senior classification.",
ARCH,458,"Cultural and Ethical Considerations for Global Practice. (3-0). Credit 3. Issues and relationships within the cultural, business, legal and political environments of global practice; differences in the construction contract, bidding and various forms of construction. Prerequisite: Junior or senior classification.",
ARCH,602,"Design Fundamentals II. (3-9). Credit 6. Further development of verbal, graphic, research and critical thinking skills through architectural design projects, with emphasis on basic understanding of major philosophical doctrines and their influence on architectural theory; studies of place-making, space, form and order; knowledge of world views, formal spatial manipulations and design vocabulary. Prerequisites: ARCH 601, ARCH 610, ARCH 612 or approval of instructor.",
ARCH,606,"Architectural Design II. (2-12). Credit 6. Application of verbal, graphic, research, critical thinking and fundamental design skills to architectural projects that emphasize the integration of structural, environmental, life safety, building envelope systems, and building service systems; includes code compliance, resource conservation, cost control and economic analysis. Core design studio for professional degree candidates. Prerequisite: ARCH 605.",
ARCH,608,"Architectural Design IV. (2-12). Credit 6. Individually selected design project of major architectural significance and complexity; professional documentation required; project requires approval of instructor. Prerequisite: ARCH 607 or equivalent.",
ARCH,614,"Elements of Architectural Structures. (2-2). Credit 3. Investigation of the structural factors that influence the development of architectural space and form; introduction of the physical principles that govern statics and strength of materials through design of timber and steel components of architectural structures. Prerequisite: ARCH 612 or approval of instructor.",
ARCH,615,"Elements of Environmental Control Systems. (3-0). Credit 3. Theory and applications of building energy use, envelope design, shading analysis, heating and cooling systems, lighting design, building water supply plumbing and drainage systems, electrical, acoustical, fire and lightning protection, transportation systems and construction materials; design opportunities, calculations, equipment selection, and component sizing as they relate to design. Prerequisite: ARCH 612 or approval of instructor.",
ARCH,619,"Applied Solar Energy. (3-0). Credit 3. Technology behind applied solar energy design, including: calculating solar radiation, heat transfer related to solar design; active systems; FCHART and economics. Prerequisite: Graduate classification or approval of instructor.",
ARCH,621,"Energy Optimization in Building Design. (3-0). Credit 3. Optimum energy use strategies for commercial buildings, hourly energy simulation methods, building envelope and HVAC system energy optimization by computer simulation techniques; life-cycle cost analysis of building energy systems; case studies in commercial building applications. Prerequisite: Graduate classification or approval of instructor.",
ARCH,634,"Architectural Lighting. (3-0). Credit 3. Attributes of the lighting environment, lighting and energy issues, daylight availability, building design for daylighting, heat loss control, solar shading, daylighting models, graphical analytical and computer methods of analysis, visual and lighting comfort evaluation, integration of daylight and electric light, energy analysis.",
ARCH,643,"Software Analysis for HVAC Systems in Low Energy Buildings. (2-3). Credit 3. Energy analysis (using Energy Plus software) with an emphasis on developing strategies for low energy use; simulation of various heating and cooling systems in low energy buildings; analysis of the mechanical equipment (including air handling systems, chiller and boilers), the building envelope, energy management control systems and indoor air quality. Prerequisite: Graduate classification or approval of instructor.",
ARCH,644,"Seminar in Art and Architectural History. (3-0). Credit 3. Advanced topics in art and architectural history emphasizing methods of analysis and development of theory, including case studies from both western and non-western traditions; topics vary each semester. Prerequisite: Graduate classification or approval of instructor.",
ARCH,645,"Seminar in Architectural Theory. Credit 3. Advanced topics in architectural theory emphasizing historical development and relation to practice, including case studies from both western and non-western traditions; topics vary each semester. May be taken three times for credit. Prerequisites: Graduate classification or approval of instructor.",
ARCH,646,"Historic Preservation Theory and Practice. (3-0). Credit 3. History of the preservation movement in the U.S. Architectural and regulatory techniques employed in building preservation; case study of selected examples. Prerequisite: Graduate classification or approval of instructor.",
ARCH,659,"Digital Architectural Photography. (2-2). Credit 3. Study of equipment, processes and procedures for photography of building exteriors and interiors. Prerequisites: Graduate classification or approval of instructor.",
ARCH,660,"Design Programming. (3-0). Credit 3. Study of successful programming approaches to meet user needs in design projects; history and definition of programming, programming techniques, documentation and case studies; applications to buildings, landscape projects and urban design. Prerequisite: Graduate classification or approval of instructor.",
ARCH,669,"Foundations of Research in Architecture.  (3-0). Credit 3. Introduction to the research process and its application to problems in architecture; survey of current literature on research design methods relevant to diverse architectural problems; qualitative and quantitative research strategies and techniques; communicating research results. May be taken two times for credit. Prerequisites: Graduate classification; concurrent enrollment in ARCH 681 and ARCH 690.",
ARCH,674,"Typologies of Contemporary Hospital Design. (3-0). Credit 3. Introduction to the contemporary planning of hospitals; comparisons of hospital design by contemporary practitioners; best practice models, repetitive patterns, and innovative designs. Prerequisite: Graduate classification or approval of instructor.",
ARCH,675,"Health Design and Research. (3-0). Credit 3. Examination of health environments to include buildings, healthcare gardens and restorative landscapes, and urban design for home-based care and independent living; emphasis on research-informed approaches for patient-centered design that reduce stress and promote improved health outcomes. Prerequisite: Graduate classification or approval of instructor.",
AREN,200,"Architectural Engineering Foundations. (2-0). Credit 2. Introduction to the broad field and professional practice of architectural engineering, architectural engineering systems, and the role of the architectural engineer; emphasis on professional engineering design services, design and construction processes and documents, building envelope and materials, structural systems, mechanical systems, lighting systems, building systems integration, building codes and standards, fire safety, professional attributes of architectural engineers, and issues of human performance requirements and sustainability at relates to building system design. Prerequisite: Sophomore classification or approval of instructor.",
AREN,210,"Fundamentals of Building Information Modeling for Architectural Engineering. (2-3). Credit 3. Application of the fundamentals of engineering design, document production, and interdisciplinary coordination utilizing design and drafting software; application of software to model shapes, structures, and systems in 3D with parametric accuracy, precision, and ease; topics include streamline documentation work, with instant revisions to plans, elevations, schedules, and sections as projects change; and introduction of specialty toolsets; production of structural and mechanical-electrical-plumbing systems in a 3-D model.",
