ccode,cnumber,description,
ECEN,681,"Seminar. (1-0). Credit 1. Reports and discussion of current research and of selected published technical articles. May be taken four times for credit. Prerequisite: Graduate classification in electrical and computer engineering.",
ECEN,684,"Professional Internship.  Credit 1 to 4. Engineering research and design experience at industrial facilities away from the Texas A&M campus; design projects supervised by faculty coordinators and personnel at these locations; projects selected to match students area of specialization. Prerequisites: Graduate classification and one semester of coursework completed.",
ECEN,684,"Professional Internship.  Credit 1 to 4. Engineering research and design experience at industrial facilities away from the Texas A&M campus; design projects supervised by faculty coordinators and personnel at these locations; projects selected to match students area of specialization. Prerequisites: Graduate classification and one semester of coursework completed.",
ECEN,684,"Professional Internship.  Credit 1 to 4. Engineering research and design experience at industrial facilities away from the Texas A&M campus; design projects supervised by faculty coordinators and personnel at these locations; projects selected to match students area of specialization. Prerequisites: Graduate classification and one semester of coursework completed.",
ECEN,689,"Special Topics in...  Credit 1 to 4. Advanced topics of current interest in electrical engineering. May be repeated for credit. Prerequisite: Approval of instructor.",
ECEN,689,"Special Topics in...  Credit 1 to 4. Advanced topics of current interest in electrical engineering. May be repeated for credit. Prerequisite: Approval of instructor.",
ECEN,714,"Digital Integrated Circuit Design. (2-2). Credit 3. Analysis and design of digital devices and integrated circuits using metal-oxide semiconductor (MOS) and bipolar technologies and computer aided simulation. Prerequisite: Graduate classification.",
ECEN,720,"High-Speed Links Circuits and Systems. (3-3). Credit 4. System and circuit design of high-speed electrical and optical link systems; includes channel properties, communication techniques, and circuit design of drivers, receivers, equalizers, and synchronization systems; project consists of link design with a statistical bit error rate simulator and interface circuit design. Prerequisite: ECEN 474.",
ECEN,740,"Machine Learning Engineering. (3-0). Credit 3. Emphasis on fundamental theory for learning supervised classification-regression models; covers Bayes classifier, maximum-likelihood estimation, least squares, Probably Approximately Correct Learning, empirical risk minimization, Vapnik-Chervonenkis dimension, computational learning, structural risk minimization, regularization, cross-validation, acyclic feedforward networks, completeness of neural networks, backpropagation algorithm, gradient descent, stochastic gradient descent, Convolutional Neural networks, Auto-encoders, Generative Adversarial Networks, support vector machines, kernel-based methods, learning from experts, boosting, Gaussian process-based learning, word embeddings, recurrent neural networks, decision trees, random forests and nearest neighbor classification. Prerequisite: ECEN 303, MATH 411, STAT 614, STAT 615, or approval of instructor.",
ECEN,741,"Electronic Motor Drives. (3-3). Credit 3. Application of semiconductor switching power converters to adjustable speed DC and AC motor drives; steady state theory and analysis of electric motion control in industrial, robotic and traction systems; laboratory experiments in power electronic motor drives and their control. Prerequisite: Graduate classification.",
ECEN,743,"Reinforcement Learning. (3-0). Credit 3. Introduction to the theory and practice of reinforcement learning; including Markov decision processes, dynamic programming, Q-Learning, policy gradient algorithms, neural networks, deep reinforcement learning, imitation learning and multi-agent learning. Prerequisite: Graduate classification.",
ECEN,744,"Scientific Machine Learning. (3-0). Credit 3. Introduction to the algorithmic and computational foundations of Scientific Machine Learning (SciML); regularizing scientific laws in Machine Learning algorithms; interpretable models, leading to improved verification and validation in mission-critical applications; fundamental concepts of scientific computation, including ODE and PDE numerical methods and high-performance computing; introduction to the basic SciML algorithms (Automatic Differentiation, Physically Informed Neural Networks, and Physically-Informed Gaussian Processes) and their application to forward prediction, inverse modeling, and uncertainty quantification; educational activities of the TAMIDS SciML Thematic Lab. Prerequisites: Graduate classification.",
ECEN,749,"Microprocessor Systems Design. (2-2). Credit 3. Introduction to microprocessors; 16/32 bit single board computer hardware and software designs; chip select equations for memory board design, serial and parallel I/O interfacing; ROM, static and dynamic RAM circuits for no wait-state design; assembly language programming, stack models, subroutines, and I/O processing.  Prerequisite: Graduate classification.",
ECEN,774,"Laser Principles and Applications. (3-0). Credit 3. Quantum properties of light and matter as related to optical and optoelectronic devices such as lasers and their applications; Maxwells equations, classical optics and optical devices; basic quantum theory of light and atoms; laser resonators and short pulse generation.",
ECMT,461,"Economic Data Analysis. (3-0). Credit 3. Concepts of statistical description, probability theory and statistical inference as they apply to economic analysis; data management, data handling and data analysis; focus on economic statistics with emphasis on regression analysis. Prerequisite: Grade of C or better in MATH 140, MATH 151, or MATH 171.",
ECMT,463,"Introduction to Econometrics. (3-0). Credit 3. Application of mathematics and statistics to interpret economic phenomena; elementary econometric models and estimation techniques useful for estimating economic relationships and theories. Prerequisites: Grade of C or better in ECON 323; grade of C or better in ECMT 461, STAT 211 or STAT 303.",
ECMT,676,"Econometrics II. (3-0). Credit 3. Use of statistics in economic theory as device for testing hypotheses, formulation of concepts and economic forecasting; regression analysis in economics problems, heteroskedasticity, autocorrelation, distributed lags, regressions with lagged dependent variable, dummy variables and in introduction to multi-equations economics models. Prerequisite: ECMT 675 or equivalent.",
ECMT,678,"Advanced Topics in Econometrics. (3-0). Credit 3. Continuation of ECMT 677; estimation methods applied to economic problems; techniques include qualitative limited dependent variables; pooled time-series and cross-section data; instrumental variables in economics problems; estimation of average treatment effects. Prerequisite: ECMT 677.",
ECON,202,"(ECON 2302) Principles of Economics. (3-0). Credit 3. Elementary principles of  economics; the economic problem and the price system; theory of demand, theory of production and the firm, theory of supply; the interaction of demand and supply; also taught at Galveston campus.",
ECON,203,"(ECON 2301) Principles of Economics. (3-0). Credit 3. Measurement and determination of national income, employment and price; introduction to monetary and fiscal policy analysis; the effects of government deficits and debt, exchange rates and trade balances. Prerequisite: ECON 202 or approval of undergraduate advisor; also taught at Galveston campus.",
ECON,311,"Money and Banking. (3-0). Credit 3. Fundamental principles of money, credit, and banking; arbitrage conditions in domestic and international capital markets; theoretical and institutional analysis of money markets. Prerequisite: ECON 203 with a grade of C or better; also taught at Galveston campus.",
ECON,315,"Sports Economics. (3-0). Credit 3. Application of economic concepts to the business and practice of sports; taxpayer funding of stadiums; applications of game theory to sports; impact of imperfect information; pricing strategies; testing models of discrimination in sports markets. Prerequisite: ECON 202 with a grade of C or better.",
ECON,323,"Microeconomic Theory. (3-0). Credit 3. Determination of prices and their role in directing consumption, production and distribution under both competitive and non-competitive market situations. Prerequisite: Grade of C or better in ECON 202; grade of C or better in MATH  142, MATH 151, or MATH 171; also taught at Galveston campus.",
ECON,330,"Economic Development. (3-0). Credit 3. A study of the less developed world; economic problems and solutions. Prerequisites: Grade of C or better in ECON 202 and ECON 203.",
ECON,410,"Macroeconomic Theory. (3-0). Credit 3. Theory of the determination of aggregate levels of national income, employment and prices; monetary and fiscal policy analysis, effects of government debt and deficits. Prerequisite: ECON 203 with a grade of C or better.",
ECON,412,"Public Finance. (3-0). Credit 3. Economic role of governments; the choice of public sector output in a democracy and the effects of various taxes on resource allocation and income distribution. Prerequisite: ECON 323 with a grade of C or better.",
ECON,416,"Economics of Microfinance. (3-0). Credit 3. Analysis of recent research in the economics of microfinance; fundamental issues with microfinance and wealth creation; study of both theory and empirical work of recent research on microfinance; use of academic research to see how relevant it is to the practical aspects of microfinance. Prerequisite: Grade of C or better in ECON 323.",
ECON,418,"Economics of Labor. (3-0). Credit 3. Economics of the labor market including factors affecting the economys demand for labor and the supply of labor; labor market problems such as unemployment and poverty; the economics of trade unions and collective bargaining. Prerequisite: ECON 323 with a grade of C or better.",
ECON,419,"Personnel Economics. (3-0). Credit 3. Exploration of the economics of the workplace using the insights of economic models and behavioral economics; focus on incentives and information, motivation of workers through incentive pay, promotion tournaments and threats, design of the hiring process to recruit a talented and diverse workforce, attraction and retention of employees, downsizing. Prerequisites: Grade of C or better in ECON 323.",
ECON,421,"Economics of Crime. (3-0). Credit 3. Study of crime and crime-control policies using standard economic techniques; focus on the incentives for individuals to commit crimes and how those incentives can be changed by public policy; topics may include costs of crime to society, drug control, gun control, nonviolent and violent crime, gang-related crimes, punishment, incarceration and deterrence. Prerequisite: Grade of C or better in ECON 323.",
ECON,425,"The Organization of Industry. (3-0). Credit 3. Relationships between structure, conduct and performance of industries in the American economy using both theoretical and empirical material; antitrust regulation, pricing, product characteristics, advertising, technical change and environmental effects; the American experience contrasted with that of other countries; growth of international industries. Prerequisite: ECON 323 with a grade of C or better.",
ECON,436,"Environmental Economics. (3-0). Credit 3. Economic theory and public policy as applied to environmental problems; role of market failure in explaining the existence of pollution; alternative strategies for pollution control and environmental management; global environmental issues. Prerequisites: ECON 323 with a grade of C or better.",
ECON,440,"Experimental Economics. (3-0). Credit 3. Experimental techniques in economics and survey of literature in experimental economics; credibility of experimental data and criteria for determining reliability; application of statistical treatment to experimental data. Prerequisite: ECON 323 with a grade of C or better.",
ECON,449,"Economics of Decision-Making Strategy. (3-0). Credit 3. Introduction to principles of decision-making and analysis of strategic interaction; formal modeling of decision problems involving one or more agents, integrating preferences, risk, and uncertainty into analysis, and using principles of game theory to advise choices; applications include search, signaling, design of contracts, agendas and repeated interaction. Prerequisites: ECON 323 with a grade of C or better.",
ECON,452,"International Trade Theory and Policy. (3-0). Credit 3. Basis for trade; theory of comparative advantage; determination of product and factor prices; gains from international trade; commercial policy and its implications for income distribution; concept of effective protection; market distortions, policy generated distortions and the arguments for tariffs. Prerequisite: ECON 323 with a grade of C or better; also taught at Galveston campus.",
ECON,459,"Games and Economic Behavior. (3-0). Credit 3. Introduction to game theory for advanced undergraduates; definition and existence of an equilibrium point for strategic, repeated and extensive form games; strategic and evolutionary equilibrium refinements; equilibrium selection; applications include auctions, bargaining, oligopoly, strategic market games, team production, voting and behavioral game theory. Prerequisites: Grade of C or better in ECON 323; MATH 142, MATH 131, MATH 151, or MATH 171.",
ECON,465,"Contemporary Economic Issues. (3-0). Credit 3. Application of microeconomic and macroeconomic analyses to evaluate contemporary economic issues. May be taken two times for credit when topics vary. Prerequisite: Grade of C or better in ECON 323 and ECON 410.",
ECON,470,"Data Science for Economic and Social Issues. (3-0). Credit 3. Economic and quantitative methods used to evaluate decisions made by individuals, firms, governments and other policymakers; implementation of these methods and how these methods overcome problems that often plague correlational analyses; conduction of retrospective analyses of choices, creation of and implementation of policies so that their effects can be measured, and prediction of the effects of potential policies on social issues like crime, poverty, etc. based on evidence.  Prerequisite: Grade of C or better in ECON 323; grade of C or better in ECMT 461, STAT 211, or STAT 303; or approval of instructor.",
ECON,630,"Microeconomic Theory II. (3-0). Credit 3. Advanced treatment of consumer and production theory; game theory; general equilibrium and welfare analysis. Credit 4 hours. Prerequisites: ECON 629; ECMT 660.",
ECON,646,"Macroeconomic Theory II. (3-0). Credit 3. Dynamic models, open economies, disequilibrium analysis, unemployment and inflation; traditional macro models and recent developments in macro theory. Prerequisite: ECON 636.",
ECON,650,"Industrial Organization II. (3-0). Credit 3. Behavior of markets operating under conditions of imperfect information; construction and scientific evaluation of models designed to explain industry performance. Prerequisite: ECON 649 or approval of instructor.",
ECON,656,"Field Experiments in Economics. (3-0). Credit 3. Methods underlying the design and implementation of field experiments and randomized controlled trials; includes a survey of some of the empirical literature using these methods. Prerequisite: ECON 630 and ECMT 676, or equivalent.",
ECON,690,"Theory of Economic Research. (3-0). Credit 3. Design of research experiments in various subfields of economics, and evaluation of research results with the aid of examples taken from the current scientific literature.",
EDAD,612,"Policy Issues in the Administration of Higher Education. (3-0). Credit 3. Examination of conflicting positions on policy issues of importance in higher education and their direct implications for participants. Prerequisite: Graduate classification.",
EDAD,624,"Administration of Special Populations and Special Programs. (3-0). Credit 3. Administration of special educational programs for special populations of students originating at the national, state and local levels of PreK-12 educational settings. Prerequisite: Graduate classification.",
EDAD,629,"Diversity and Social Justice in Higher Education. (3-0). Credit 3. Provide an introduction to theoretical and conceptual frameworks pertaining to diversity and social justice in higher education; prepare to work in areas of higher education where these issues are critical to teaching, research and civic responsibility; aims to increase skills and knowledge base. Prerequisite: Graduate classification.",
EDAD,635,"Administration for Special Services. (3-0). Credit 3. To help administrators, counselors, supervisors and teachers develop an understanding of functions, operation and evaluation of special services which support the educational program; individual study of content and on-site evaluations of organization and administration of school services programs.",
EDAD,637,"Administration of Change in Educational Organizations. (3-0). Credit 3. Relationships among individual and group behaviors; roles of administrators; on-site analysis of educational organizations and change principles.",
EDAD,650,"Professional Development in Higher Education. (3-0). Credit 3. An introduction to organizational, faculty and instructional development in higher education; emphasis on research and theoretical foundations and major issues connected with teaching and learning in higher education. Prerequisite: Graduate classification.",
EDAD,651,"Education Finance and Economics. (2-2). Credit 3. Interdisciplinary applications of historical and current education finance and economics of education research principles and procedures as a means to improve development, analysis, administration evaluation, and improvement of educational programs; policy and organizations. Prerequisite: Graduate classification.",
EDAD,653,"Organizational Theory and Leadership in Education. (3-0). Credit 3. Analyzes the relationship between administrative theory and practice by utilizing the literature in organizational theory and administrative leadership behavior and applying the concepts to administrative practice in PreK-higher educational settings; case studies, debates, simulations and role playing will be utilized to supplement lectures and discussions. Prerequisite: Masters degree or approval of instructor.",
EDAD,655,"Administration of Higher Education. (3-0). Credit 3. Survey of management principles in higher education; functions in delegation, direction, operation, governance and financing applied to postsecondary institutions. Prerequisites: Graduate classification or approval of instructor.",
EDAD,658,"Assessment and Intervention in Student Affairs. (3-0). Credit 3. Understanding of assessment, evaluation and research in student affairs; familiarity with existing assessment instruments for students, services, programs and facilities; understanding importance of maintaining high standards of ethics and integrity in assessment of student affairs. Prerequisite: Graduate classification or approval of instructor.",
EDAD,665,"Helping Skills for Student Affairs Professionals. (3-0). Credit 3. Connection of basic counseling theory and helping skills practice to the college setting; effective helping skills, including basic listening, conflict resolution, interviewing and referral skills. Prerequisite: Graduate classification.",
EDAD,670,"Student Affairs Administration in Higher Education. (3-0). Credit 3. Student affairs administration in higher education; principles, philosophy and major theoretical issues; organization and administration theory.",
EDAD,690,"Theory of Educational Administration Research.  Credit 3 to 6. Theory and design of research and inquiry in various applications of models and research procedures including quantitative analyses, naturalistic inquiry, research design and preparation of research proposals, as they relate to the discipline of educational administration. Prerequisite: Graduate classification.",
EDAD,690,"Theory of Educational Administration Research.  Credit 3 to 6. Theory and design of research and inquiry in various applications of models and research procedures including quantitative analyses, naturalistic inquiry, research design and preparation of research proposals, as they relate to the discipline of educational administration. Prerequisite: Graduate classification.",
EDAD,690,"Theory of Educational Administration Research.  Credit 3 to 6. Theory and design of research and inquiry in various applications of models and research procedures including quantitative analyses, naturalistic inquiry, research design and preparation of research proposals, as they relate to the discipline of educational administration. Prerequisite: Graduate classification.",
EDCI,353,"(TECA 1311) Early Childhood through Adolescent Education. (3-0). Credit 3. Early childhood through adolescent approaches and instructional materials appropriate for EC through middle school programs; impact of research and theory on child development from gestation to early adolescence on instructional practices. Prerequisite: Junior or senior classification; INST major.",
EDCI,354,"Early Childhood and Adolescent Curriculum and Lesson Design. (3-0). Credit 3.Examination of curriculum models used in educational environments designed for young children through adolescents and the organization of the curriculum; investigation of state-adopted curriculum knowledge and skills standards and materials as well as their use and expansion. Prerequisites:  EDCI 353; TEFB 371 or concurrent enrollment.",
EDCI,358,"Instructional Methods in Engineering and Technology Education. (3-0). Credit 3. Instructional methods of teaching and instruction in engineering and technology at the secondary level. Prerequisites: TEFB 322; junior or senior classification.",
EDCI,365,"Using Technology Classrooms. (3-0). Credit 3. Overview of technology as it relates to the design of instruction and practices that support effective teaching and learning; how learning theories are reflected in and supported by technology; design and implementation of virtual learning experiences, including assessment of student learning; implementation of effective digital literacy practices. Prerequisite: Junior or senior classification.",
EDCI,489,"Special Topics in...  Credit 0 to 4. Study of selected topics in an identified area of curriculum and instruction. May be repeated for credit. Prerequisite: Approval of department head.",
EDCI,601,"Disciplinary Knowledge and Research in Curriculum and Instruction. (3-0). Credit 3.  Emphasizes key research and researchers, discipline-specific information, and the initial identification of researchable questions in the field of curriculum and instruction. Prerequisite: PhD classification in TLAC.",
EDCI,602,"Cultural Foundations of Education. (3-0). Credit 3. Contributions of behavioral sciences applied as analytic tools in solving problems of curriculum and instruction.",
EDCI,603,"Professional Development: Strategies for Teachers. (3-0). Credit 3. Principles of organizational management, instructional design, and change theory in framing professional development programs. Prerequisite: Graduate classification.",
EDCI,604,"E-Learning Classroom Management. (3-0). Credit 3. Focuses on the development of effective management skills crucial to successful instruction and student achievement; application of theory and research to practice and establish oneself as a professional in the area of classroom management; applicable to elementary, middle level, and secondary school settings. Prerequisite: Graduate classification.",
EDCI,605,"Qualitative Research Methods in Curriculum and Instruction. (3-0). Credit 3. Theoretical and methodological issues related to qualitative inquiry; discussion of qualitative paradigms ontological, epistemological, and axiological stances; review and implementation of commonly used qualitative research methods and approaches in curriculum and instruction, including narrative, phenomenology, ethnography, grounded theory, and case study approaches. Prerequisite: Graduate classification.",
EDCI,609,"Analysis and Reporting for Records of Study. (3-0). Credit 3. Analysis of field-generated and existing data, classroom observations, empirical tests, and discussions; links theoretical and practical educational theory to analyses of qualitative and quantitative data; teacher-leaders interpretation of classroom phenomena using research-based theories for teaching and learning. Prerequisite: Graduate classification.",
EDCI,617,"Early Childhood Mathematics and Science. (3-0). Credit 3. Development of mathematical and science concepts in young children from developmental and scientific perspectives. Prerequisite: Graduate classification.",
EDCI,631,"Mentoring the Novice Educator. (3-0). Credit 3. To prepare the teaching graduate student to observe, evaluate, and reflect upon teaching, mentoring, communication, and supervision skills that support the novice or pre-service teacher with tools necessary to be successful. Examine research related to effective mentoring and supervising strategies and behaviors in environments which support mentoring behavior. Prerequisite: Graduate classification.",
EDCI,634,"Reflective Inquiry. (3-0). Credit 3. Explores the differences and unique characteristics of moral, multiperspective, collaborative, deliberative, autobiographical, and critical inquiries, and reflective practice related to all forms of inquiry; analyzes the implications of educator growth through reflective practices and the part that reflection plays in developmental growth and professional development. Prerequisite: Graduate classification.",
EDCI,636,"Educator as Researcher. (3-0). Credit 3. Develops action research skills to enable them to critically analyze insights into the historical, philosophical and social foundations of reflective teaching and leadership in educational environments. Includes an analysis of theories, methodologies, implications and actions related to educational action research. Prerequisite: Graduate classification.",
EDCI,638,"Trends in Curriculum and Instruction. (3-0). Credit 3. Recent research and development in theories and practices of curriculum and instruction; curriculum innovations, school organization and new instructional media.",
EDCI,639,"Grant Writing for Professional Development. (3-0). Credit 3. Focus on the skills necessary to address a Request for Proposal (RFP) through the development and writing of a competitive funding proposal; attention to the process of identifying foundation, public, and corporate funding opportunities available to support specific programmatic needs/areas. Prerequisite: Graduate classification.",
EDCI,644,"Curriculum Development. (3-0). Credit 3. Curriculum development; bases of curriculum design; problems of balance, scope, organization, sequence, selection and articulation.",
EDCI,645,"Society and Education in World Perspective. (3-0). Credit 3. Comparative education; interrelationships among societal institutions and particular roles that education plays in different cultures and political systems.",
EDCI,647,"Curriculum Theory. (3-0). Credit 3. Theoretical basis for curriculum conceptualization, development, evaluation and implementation; value and empirical basis of curriculum decision-making strategies for curriculum change. Doctoral level only.",
EDCI,648,"Urban Schools and Communities. (3-0). Credit 3. Sociological, historical, philosophical, anthropological, and political dimensions of urban schools and community change; issues and contexts grounded in core disciplines of social sciences. Prerequisites: Graduate classification.",
EDCI,652,"Parental Involvement in Early Childhood Education. (3-0). Credit 3. Dynamics of the family unit, school-home communication systems, legalities of parent participation in the school, parent involvement, parent training and home bound programs; development of programs with parents.",
EDCI,653,"Education Policy for Language-Minority Children. (3-0). Credit 3. Analysis of language planning, educational policies and instructional models in the U.S. and internationally for the education of young language-minority students. Prerequisite: Graduate classification.",
EDCI,656,"Learning Theories for Teachers of Young Children. (3-0). Credit 3. Educational applications developed from theory and research of young learners, specifically the processes of learning. Prerequisite: Graduate classification.",
EDCI,658,"History of Education. (3-0). Credit 3. The genesis of formal education in the Western world beginning with the ancient Greeks and working through the Enlightenment; tracing the idea that schooling is a fundamental part of human existence and therefore crucial to all questions concerning the human condition. Prerequisite: Doctoral classification or approval of instructor.",
EDCI,661,"Mixed Methods Research in Curriculum and Instruction. (3-0). Credit 3. Introduction to mixed methods research, including a brief history of approaches to educational research; comparison of scientific research and educational research; specific designs and methods for mixing qualitative and quantitative approaches in data collection, analysis, and synthesis. Prerequisites: Graduate classification; courses in introductory qualitative and quantitative methods.",
EDCI,667,"Nature of Science and Science Education. (3-0). Credit 3. Use of history, philosophy and sociology of science to address issues such as what is science, how science works and the nature of scientific knowledge, improve science teaching, and promote robust science learning and more informed socio-scientific decision-making.",
EDCI,673,"Analysis of Teaching Behavior. (3-0). Credit 3. Identification of beliefs and assumptions regarding teaching; review of research on teacher effectiveness; alternative methods for gathering data regarding dimensions of teaching behavior; development of teacher analysis systems.",
EDCI,676,"Evaluation and Implementation of Electronic Learning Materials. (3-0). Credit 3. Principles of instructional design applied to electronic materials adoption and organizational management for implementation of eLearning resources; Emphasis on guidelines for selecting and evaluating eLearning resources addressing individual learner needs using online delivery platforms. Prerequisite: Graduate classification.",
EDCI,677,"Strategies for Teaching in a Culturally Pluralistic Society. (3-0). Credit 3. Research concerning the cognitive, psychomotor and affective aspects of learning and teaching among culturally diverse learners; practical applications to curriculum and instruction.",
EDCI,715,"Academic Writing for Graduate Students. (3-0). Credit 3. Introduction to concepts central to graduate-level writing; exploration of writing productivity strategies; investigation of strategies for synthesizing research; focused study and implementation of writing process elements; development of clarity for written expression; improvement in command over textual, rhetorical and discursive conventions common in academic writing for dissemination within school-based environments. Prerequisite: Graduate classification.",
EDCI,721,"How People Learn STEM. (3-0). Credit 3. Foundational guide for the design and orchestration of contemporary integrated STEM learning environments; grounded in research findings and new theories about educational practices and outcomes. Prerequisite: Graduate classification or approval of instructor.",
EDCI,722,"Microcontrollers for Educators in the Project-Based Learning Classroom. (3-0). Credit 3. Examination of relevant STEM technologies, connections to K-12 engineering standards for developing robust learning experiences spanning content and ability levels; focus on the use of classroom microcontroller technology using a Problem Based Learning approach. Prerequisite: Graduate classification.",
EDCI,724,"Science and Mathematics in the Teaching of Engineering Content in K-12 Schools. (3-0). Credit 3. Exploration of the integrated approach for teaching science and mathematics concepts using engineering design principles and technology in K-12 levels; learn to deliver contextualized and integrated STEM instruction that promotes student engagement, motivation and interest. Prerequisite: Graduate classification.",
EDCI,726,"History and Trends in STEM Education. (3-0). Credit 3. Exploration of concepts and application of STEM in society; development of understanding of role of engineers, scientists and mathematicians in society; learning basic coding; application of principles to instructional settings. Prerequisite: Graduate classification.",
EDCI,751,"Problem-Based Research Frameworks. (3-0). Credit 3. Introduction to scientific research associated with problems in K-12 curriculum and instruction settings; evaluation and problem solving for effective solutions to educational problems in school-based settings. Prerequisite: Graduate classification and admission to online EdD in EDCI.",
EDHP,622,"Research Design and Analysis. (4-0). Credit 4. Focus on the design of research studies in health professions education to include principles of research design and different types of designs; analyze the strengths and weaknesses of study designs while investigating, implementing and practicing the general principles of research design. Prerequisite: Graduate classification.",
EDHP,631,"Curriculum Foundations for Healthcare Professionals. (3-0). Credit 3. Investigation of various models of curriculum development and design based on educational philosophy and professional standards; demonstration of knowledge of program development including scope and sequence, curriculum alignment and mapping; program development through topic identification and generation of content outlines, objectives and assessments are included. Prerequisites: Graduate classification.",
EDHP,632,"Evaluation and Assessment for Healthcare Professionals. (3-0). Credit 3. Exploration of the practical and theoretical issues involved in evaluating student performance, teacher performance and educational programs; exploration of various means of performance-based assessments applicable to didactic, simulated and clinical learning environments; examination of a variety of assessment instruments and strategies and the role each has in both summative and formative evaluation processes; instruction in the development, execution, and interpretation of educational assessments and evaluation methods. Prerequisites: EDHP 631.",
EDHP,633,"Teaching Strategies for Health Care Professionals. (3-0). Credit 3. Best practices research on instructional pedagogy and adult learning; principles, concepts and theories used in practice that create effective learning environments; teaching strategies responsive to diverse learning styles and needs of learners; reflective practices and self-assessment; practical classroom, simulation and clinical teaching strategies consistent with current evidence; teaching methods using technology. Prerequisites: EDHP 631 or NURS 631; EDHP 632 or NURS 632. Cross-listed with NURS 633.",
EDHP,634,"Practicum. Credit 2. Education role theory and practice with socialization into education: guided practicum with experience in the application of the health professionals role in education in selected academic and healthcare settings; experience in the classroom and/or clinical area (academic or staff educator) as desired by the health profession. May be taken three times for credit. Prerequisites: EDHP 630, EDHP 631, EDHP 632 and EDHP 633, or approval of instructor.",
EDHP,635,"Research and Writing in Education for Healthcare Professionals. (3-0). Credit 3. Guided process to continue a research study; completing a draft of the thesis and/or the preparation of the oral defense. Prerequisites: Approval of course director; HCPI 652 or NURS 652.",
EDHP,636,"Project. Credit 3. Non-thesis, pedagogy-related research; practice effective research strategies as a collaborative, mentored experience; approved projects include written and final oral presentation. Prerequisites: EDHP 630, EDHP 631, EDHP 632, EDHP 633, EDHP 634, HCPI 652 and approval of instructor.",
EHRD,203,"Foundations of Human Resource Development. (3-0). Credit 3. Overview of the discipline and field of human resource development; focus on how individuals and groups learn and interact with organizations including motivation, group dynamics, systems theory, organizational culture, learning and change. Prerequisite: Sophomore classification.",
EHRD,210,"Legal and Ethical Environment of Human Resource Development. (3-0). Credit 3. Development of knowledge towards legal and ethical work environment in a corporate and educational setting in human resource development. Prerequisite: Sophomore classification.",
EHRD,315,"Applied Human Resource Development in the Workplace. (3-0). Credit 3. Training and development context and synthesis of general industry-standard human resource practices in workplace environments for human resource practitioners. Prerequisites: EHRD 203 and EHRD 210 with a grade of C or better; junior or senior classification.",
EHRD,315,"Applied Human Resource Development in the Workplace. (3-0). Credit 3. Training and development context and synthesis of general industry-standard human resource practices in workplace environments for human resource practitioners. Prerequisites: EHRD 203 and EHRD 210 with a grade of C or better; junior or senior classification.",
EHRD,371,"Applied Learning Principles. (3-0). Credit 3. The overarching purpose of the course is to influence adult educators to make more intentional choices toward developmental growth in their work with adult learners; focus on adult learning theories and work strategies; meets writing intensive course requirement. Prerequisites: Junior or senior classification and approval of instructor.",
EHRD,372,"Learning and Development in HRD. (3-0). Credit 3. Concepts, knowledge and skills to access, design, develop, deliver and evaluate training programs; foundation of understanding roles of learning, training and development in organizations and systematic and evidence-based approach for designing and managing quality training programs in organizations. Prerequisites: Grade of C or better in EHRD 203 and EHRD 210; junior or senior classification; or approval of instructor.",
EHRD,374,"Organizational Development. (3-0). Credit 3. Introduction to major theories, concepts, skills and techniques for organization development in business and industry, education and the public sector. Prerequisites: Grade of C or better in EHRD 203 and EHRD 210; junior or senior classification; or approval of instructor.",
EHRD,374,"Organizational Development. (3-0). Credit 3. Introduction to major theories, concepts, skills and techniques for organization development in business and industry, education and the public sector. Prerequisites: Grade of C or better in EHRD 203 and EHRD 210; junior or senior classification; or approval of instructor.",
EHRD,391,"Measurement and Evaluation in Human Resource Development and Technology Management. (3-0). Credit 3. Measurement and evaluation techniques in the field of Human Resource Development and Technology Management; emphasis on understanding, calculation and application of basic testing, assessment and interpretation methods. Prerequisites: Junior or senior classification or approval of instructor; EHRD 203 with a grade of C or better; MATH 140 and MATH 142.",
EHRD,391,"Measurement and Evaluation in Human Resource Development and Technology Management. (3-0). Credit 3. Measurement and evaluation techniques in the field of Human Resource Development and Technology Management; emphasis on understanding, calculation and application of basic testing, assessment and interpretation methods. Prerequisites: Junior or senior classification or approval of instructor; EHRD 203 with a grade of C or better; MATH 140 and MATH 142.",
EHRD,402,"Instructional Technology and Design. (3-0). Credit 3. Design principles; development of instruction; contemporary issues and trends; foundations in learning research; requirements for instruction, task and needs analysis; learning situations and instructional models; hardware and software innovations; assessing instructional outcomes; factors affecting utilization. Prerequisites: EHRD 371 with a grade of C or better; junior or senior classification or approval of instructor.",
EHRD,405,"Principles and Practices of Leadership in Human Resource Development and Technology Management. (3-0). Credit 3. Theories and concepts associated with learning in individuals and organizations; overview of leadership theories and learning theories within a context of developing leadership programs. Prerequisites: Junior or senior classification and approval of instructor.",
EHRD,408,"Globalization and Diversity in the Workplace. (3-0). Credit 3. Assist learners in the identification and understanding of globalization and diversity issues in learning, work and community; exploration of current issues, theories, trends and policy issues. Prerequisites: Junior or senior classification and approval of instructor.",
EHRD,413,"Conflict Management and Dialogue. (3-0). Credit 3. Conflict management principles and practices in the workplace; engagement in meaningful conflict from a training and development perspective. Prerequisites: Grade of C or better in EHRD 203 and EHRD 210; junior or senior classification; or approval of instructor.",
