crn,sunday,monday,tuesday,wednesday,thursday,friday,saturdaym,start_time,end_time,start_date,end_date,location,meeting_type
12669,null,M,null,null,null,null,null,11:30 AM,02:30 PM,01/13/2025,05/06/2025,HELD 117,Lecture,
57237,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
57236,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
15915,null,null,null,null,null,F,null,11:00 AM,05:00 PM,01/13/2025,05/06/2025,EDCT 569,Practicum,
14685,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
19739,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
16550,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
29488,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
32882,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
40469,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
35436,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
16568,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
17930,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
19810,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
25922,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
30030,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
57263,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
54199,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54200,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54726,null,null,null,W,null,null,null,01:00 PM,04:00 PM,01/13/2025,05/06/2025,EDCT 575,Lecture,
54204,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
54204,null,null,null,null,null,null,S,12:30 PM,05:00 PM,02/01/2025,02/01/2025,EDCT 503,Lecture,
54204,null,null,null,null,null,null,S,12:30 PM,05:00 PM,02/15/2025,02/15/2025,EDCT 503,Lecture,
54204,null,null,null,null,null,null,S,12:30 PM,05:00 PM,03/08/2025,03/08/2025,EDCT 503,Lecture,
54204,null,null,null,null,null,null,S,12:30 PM,05:00 PM,03/29/2025,03/29/2025,EDCT 503,Lecture,
54204,null,null,null,null,null,null,S,12:30 PM,05:00 PM,04/26/2025,04/26/2025,EDCT 503,Lecture,
54205,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
54205,null,null,null,null,null,null,S,08:00 AM,12:30 PM,02/01/2025,02/01/2025,EDCT 503,Lecture,
54205,null,null,null,null,null,null,S,08:00 AM,12:30 PM,02/15/2025,02/15/2025,EDCT 503,Lecture,
54205,null,null,null,null,null,null,S,08:00 AM,12:30 PM,03/08/2025,03/08/2025,EDCT 503,Lecture,
54205,null,null,null,null,null,null,S,08:00 AM,12:30 PM,03/29/2025,03/29/2025,EDCT 503,Lecture,
54205,null,null,null,null,null,null,S,08:00 AM,12:30 PM,04/26/2025,04/26/2025,EDCT 503,Lecture,
24357,null,null,null,null,R,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
13109,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13110,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13112,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13113,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
16026,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
49007,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18045,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13117,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13118,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13119,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13120,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13121,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
44902,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
13904,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
13211,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
41771,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,EDCT 301,Lecture,
26282,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,EDCT 225,Lecture,
26283,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,HECC 103,Lecture,
26284,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,HECC 103,Lecture,
24530,null,M,null,null,null,null,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,HECC 104,Lecture,
24531,null,null,T,null,null,null,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,EDCT 215,Lecture,
24532,null,null,null,W,null,null,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,HECC 104,Lecture,
24533,null,null,null,null,R,null,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,EDCT 215,Lecture,
24534,null,null,null,null,null,F,null,08:00 AM,10:50 AM,01/13/2025,05/06/2025,EDCT 215,Lecture,
50787,null,M,null,W,null,null,null,04:10 PM,05:25 PM,01/13/2025,05/06/2025,EDCT 301,Lecture,
12888,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,EDCT 216,Lecture,
19383,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,EDCT 216,Lecture,
15996,null,null,T,null,null,null,null,05:45 PM,08:35 PM,01/13/2025,05/06/2025,EDCT 216,Lecture,
16075,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,EDCT 216,Lecture,
51215,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HECM 105,Lecture,
56546,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,HECM 128,Lecture,
22479,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
42351,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
36203,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
56275,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
42352,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
46210,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54421,null,M,null,null,null,null,null,05:45 PM,08:45 PM,01/13/2025,05/06/2025,EDCT 301,Lecture,
28337,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
56347,null,null,null,W,null,null,null,05:45 PM,08:45 PM,01/13/2025,05/06/2025,EDCT 304,Lecture,
28430,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
28486,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
22334,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
42353,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
14566,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
53412,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
53413,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
14564,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
42355,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
49051,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
36340,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
42356,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
46208,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
56083,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
55585,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
55815,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
48786,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
38516,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
53564,null,null,null,null,R,null,null,05:45 PM,08:45 PM,01/13/2025,05/06/2025,EDCT 215,Lecture,
42357,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54023,null,null,null,null,R,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 225,Lecture,
51603,null,null,T,null,null,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 215,Lecture,
57264,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
44743,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
14563,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
36708,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
52359,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
38521,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
36339,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
42360,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
35507,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
18267,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18268,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18490,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18491,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
19989,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
54407,null,null,T,null,null,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 225,Lecture,
54724,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
13163,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13164,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13166,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13191,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13193,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13194,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13195,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13199,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13200,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13203,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13654,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14074,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14983,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
15091,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
16336,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
15833,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17418,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17424,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17429,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17430,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17432,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17433,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
17435,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
19991,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
20017,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20018,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20080,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
20246,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
20261,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
22698,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
22702,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
39788,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Independent Study,
39789,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Independent Study,
39790,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Independent Study,
39791,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Independent Study,
50734,null,M,null,null,null,null,null,10:00 AM,01:00 PM,01/13/2025,05/06/2025,EDCT 222G,Lecture,
54024,null,null,T,null,null,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 301,Lecture,
26296,null,null,null,null,null,F,null,09:00 AM,12:00 PM,01/13/2025,05/06/2025,HECC 103,Lecture,
54408,null,null,null,W,null,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 225,Lecture,
53411,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
42361,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
38525,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
38524,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
38526,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
25195,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
32743,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
52727,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
36664,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47993,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
51956,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
57033,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
56694,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Research,
44427,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Research,
32946,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Independent Study,
52273,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Research,
52803,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Research,
25461,null,M,null,null,null,null,null,03:30 PM,05:00 PM,01/13/2025,05/06/2025,HFSB 104,Seminar,
52358,null,null,null,W,null,null,null,11:00 AM,11:50 AM,01/13/2025,05/06/2025,WFES 119,Seminar,
46717,null,null,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
51608,null,null,null,W,null,null,null,03:40 PM,04:30 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
23444,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
34468,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,EDCT 616,Lecture,
46715,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
36300,null,null,null,W,null,null,null,09:10 AM,11:40 AM,01/13/2025,05/06/2025,EDCT 616,Lecture,
23446,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
51254,null,null,T,null,R,null,null,06:00 PM,07:15 PM,01/13/2025,05/06/2025,HECM 106,Lecture,
36906,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
23448,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
23449,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
12670,null,null,T,null,R,null,null,05:10 PM,06:25 PM,01/13/2025,05/06/2025,HECC 103,Lecture,
40050,null,M,null,W,null,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,OMB 110,Lecture,
32807,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
14284,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
44926,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54562,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HECM 105,Lecture,
42159,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
36870,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
34469,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
24375,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
27700,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54561,null,null,T,null,R,null,null,05:30 PM,06:45 PM,01/13/2025,05/06/2025,HECM 105,Lecture,
29236,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,EDCT 569,Lecture,
42869,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,EDCT 569,Lecture,
14211,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,EDCT 569,Lecture,
14212,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
49540,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,AGLS 114,Lecture,
54384,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
28115,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
28116,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
10812,null,null,null,W,null,null,null,01:50 PM,04:20 PM,01/13/2025,05/06/2025,HECC 201,Lecture,
46720,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
54560,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HECM 105,Lecture,
31684,null,M,null,null,null,null,null,09:40 AM,12:10 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
23453,null,M,null,null,null,null,null,09:40 AM,12:10 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
25521,null,M,null,null,null,null,null,12:40 PM,03:10 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
44745,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
23455,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
33425,null,M,null,null,null,null,null,12:40 PM,03:10 PM,01/13/2025,05/06/2025,EDCT 616,Seminar,
10813,null,M,null,null,null,null,null,09:40 AM,12:10 PM,01/13/2025,05/06/2025,EDCT 616,Seminar,
30576,null,M,null,null,null,null,null,12:40 PM,03:10 PM,01/13/2025,05/06/2025,EDCT 616,Seminar,
54559,null,null,null,W,null,null,null,12:15 PM,03:15 PM,01/13/2025,05/06/2025,HECM 128,Seminar,
51381,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
46721,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
24909,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
57243,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
54990,null,null,null,null,null,F,null,09:10 AM,12:10 PM,01/13/2025,05/06/2025,EDCT 503,Lecture,
54160,null,null,null,W,null,null,null,12:40 PM,03:10 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
23463,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
26027,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
34493,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
17199,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
17200,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
19496,null,null,null,W,null,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 503,Lecture,
15353,null,M,null,null,null,null,null,05:30 PM,08:30 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
15768,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
15769,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
15869,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
15870,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50438,null,M,null,null,null,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,MILS 317,Lecture,
24537,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
24538,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,01/18/2025,01/18/2025,EDCT 215,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,01/25/2025,01/25/2025,EDCT 215,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,02/08/2025,02/08/2025,EDCT 215,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,02/15/2025,02/15/2025,EDCT 215,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,03/22/2025,03/22/2025,EDCT 215,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,03/29/2025,03/29/2025,EDCT 215,Lecture,
50437,null,null,null,null,null,null,S,09:00 AM,04:00 PM,04/26/2025,04/26/2025,EDCT 215,Lecture,
44473,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
14558,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
46606,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
46605,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
21670,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
21671,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
48587,null,null,T,null,null,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,EDCT 616,Lecture,
14575,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Seminar,
14576,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Seminar,
18103,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18356,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
15019,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
15913,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
16037,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
16389,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
54727,null,null,null,W,null,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,EDCT 216,Lecture,
41289,null,null,T,null,null,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
10815,null,null,null,null,R,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,EDCT 569,Lecture,
54202,null,null,null,null,R,null,null,06:00 PM,09:00 PM,01/13/2025,05/06/2025,EDCT 575,Lecture,
47633,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
44849,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13108,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
20248,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14799,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13111,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
53092,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13127,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
31076,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31081,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31077,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31082,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31078,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31083,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
32297,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31084,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31086,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
56577,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
14208,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
14209,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
14210,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
10847,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
10848,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
10849,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,ARCB 101,Lecture,
